date,state,new_deaths,total_deaths,new_cases,total_cases
2020-09-26,SELANGOR,0,17,2,2224
2020-09-26,SABAH,0,11,64,1547
2020-09-26,WP KUALA LUMPUR,0,25,6,2658
2020-09-27,SELANGOR,0,17,11,2235
2020-09-27,SABAH,1,12,124,1671
2020-09-27,WP KUALA LUMPUR,0,25,6,2664
2020-09-28,SELANGOR,0,17,11,2246
2020-09-28,SABAH,0,12,98,1769
2020-09-28,WP KUALA LUMPUR,0,25,1,2665
2020-09-29,SELANGOR,0,17,15,2261
2020-09-29,SABAH,0,12,73,1842
2020-09-29,WP KUALA LUMPUR,0,25,1,2666
2020-09-30,SELANGOR,0,17,10,2271
2020-09-30,SABAH,1,13,35,1877
2020-09-30,WP KUALA LUMPUR,0,25,6,2672
2020-10-01,SELANGOR,0,17,13,2284
2020-10-01,SABAH,0,13,118,1995
2020-10-01,WP KUALA LUMPUR,0,25,14,2686
2020-10-02,SELANGOR,0,17,31,2315
2020-10-02,SABAH,0,13,113,2108
2020-10-02,WP KUALA LUMPUR,0,25,1,2687
2020-10-03,SELANGOR,0,17,32,2347
2020-10-03,SABAH,1,14,155,2263
2020-10-03,WP KUALA LUMPUR,0,25,4,2691
2020-10-04,SELANGOR,0,17,31,2378
2020-10-04,SABAH,0,14,126,2389
2020-10-04,WP KUALA LUMPUR,0,25,3,2694
2020-10-05,SELANGOR,0,17,34,2412
2020-10-05,SABAH,0,14,130,2519
2020-10-05,WP KUALA LUMPUR,0,25,7,2701
2020-10-06,SELANGOR,0,17,39,2451
2020-10-06,SABAH,3,17,219,2738
2020-10-06,WP KUALA LUMPUR,0,25,6,2707
2020-10-07,SELANGOR,0,17,20,2471
2020-10-07,SABAH,0,17,282,3020
2020-10-07,WP KUALA LUMPUR,0,25,4,2711
2020-10-08,SELANGOR,0,17,36,2507
2020-10-08,SABAH,5,22,271,3291
2020-10-08,WP KUALA LUMPUR,0,25,12,2723
2020-10-09,SELANGOR,0,17,24,2531
2020-10-09,SABAH,6,28,274,3565
2020-10-09,WP KUALA LUMPUR,0,25,10,2733
2020-10-10,SELANGOR,0,17,44,2575
2020-10-10,SABAH,3,31,277,3842
2020-10-10,WP KUALA LUMPUR,0,25,6,2739
2020-10-11,SELANGOR,0,17,26,2601
2020-10-11,SABAH,2,33,488,4330
2020-10-11,WP KUALA LUMPUR,0,25,15,2754
2020-10-12,SELANGOR,0,17,69,2670
2020-10-12,SABAH,2,35,291,4621
2020-10-12,WP KUALA LUMPUR,0,25,28,2782
2020-10-13,SELANGOR,0,17,76,2746
2020-10-13,SABAH,4,39,443,5064
2020-10-13,WP KUALA LUMPUR,0,25,10,2792
